City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
364,rikaze,29.25,88.8833,29.19,67,26,3.36,CN,1699916019
365,cidade velha,14.9167,-23.6167,79.27,50,0,11.5,CV,1699916020
366,freeport,40.6576,-73.5832,48.18,70,20,4.61,US,1699916020
367,slavkov u brna,49.1533,16.8765,45.55,99,100,2.3,CZ,1699916020
368,raja,8.4596,25.678,77.76,71,58,3.62,SS,1699916020
369,jining,35.405,116.5814,32.76,40,5,6.06,CN,1699915820
370,thinadhoo,0.5333,72.9333,81.54,79,97,7.78,MV,1699916020
371,sorada,19.75,84.4333,68.13,77,100,2.48,IN,1699916020
372,recani,31.2846,-4.2688,70.95,23,100,4.88,MA,1699916021
373,nemuro,43.3236,145.575,39.38,65,56,20.24,JP,1699916021
374,bhadra,29.1167,75.1667,66.24,37,100,4.9,IN,1699916021
375,saipan,15.1355,145.701,83.1,78,40,18.41,MP,1699916021
376,lorengau,-2.0226,147.2712,81.7,80,76,5.28,PG,1699916021
377,kingston,17.997,-76.7936,88.75,73,20,23.02,JM,1699915763
378,ribadesella,43.4614,-5.0596,62.94,84,96,0.81,ES,1699916022
379,tianpeng,30.9866,103.9393,51.64,85,100,5.06,CN,1699916022
380,shimoda,34.6667,138.95,55.11,60,89,2.3,JP,1699916022
381,ocean city,39.2776,-74.5746,47.98,71,3,1.99,US,1699916022
382,qarqin,37.4185,66.0436,55.09,34,4,5.97,AF,1699916022
383,prado,-17.3411,-39.2208,76.78,82,30,15.26,BR,1699915878
384,qamdo,31.1667,97.2333,20.44,56,2,3.58,CN,1699916022
385,nellore,14.4333,79.9667,78.62,73,96,7.05,IN,1699916023
386,vysokiy,58.35,60.05,35.65,98,100,8.66,RU,1699916023
387,crane,31.3974,-102.3501,53.44,83,100,8.77,US,1699916023
388,trairi,-3.2778,-39.2689,79.88,80,12,11.18,BR,1699915940
389,dzhalagash,45.0833,64.6667,39.4,67,49,12.17,KZ,1699916023
390,tshabong,-26.05,22.45,76.53,12,0,9.93,BW,1699916023
391,pochinok,54.4068,32.4407,34.74,96,100,17.43,RU,1699916023
392,fortuna,40.5982,-124.1573,61.93,85,0,11.5,US,1699916024
393,guiratinga,-16.3494,-53.7583,86.4,28,76,3.62,BR,1699916024
394,outjo,-20.1167,16.15,75.85,43,85,8.16,NA,1699916024
395,piat,17.7905,121.478,74.84,91,98,6.46,PH,1699916024
396,nagqu,31.5,92.0,17.91,39,72,4.09,CN,1699916024
397,side,36.7667,31.3885,68.07,79,81,8.63,TR,1699916024
398,hacibektas,38.9408,34.5577,54.99,38,75,8.05,TR,1699916025
399,hasaki,35.7333,140.8333,48.6,45,0,11.81,JP,1699915921
400,mount darwin,-16.7725,31.5838,72.05,53,25,10.11,ZW,1699916025
401,beloyarskiy,63.7119,66.6722,10.99,95,100,4.0,RU,1699916025
402,dunda,-8.1167,34.25,68.56,80,84,2.26,TZ,1699916025
403,moengo,5.6167,-54.4,78.66,83,21,5.3,SR,1699916025
404,sao raimundo nonato,-9.0153,-42.6994,82.6,25,0,3.8,BR,1699916025
405,aksu,41.1231,80.2644,38.3,45,0,1.68,CN,1699916026
406,opuwo,-18.0607,13.84,79.09,23,100,4.32,NA,1699916026
407,vila franca do campo,37.7167,-25.4333,66.61,99,100,3.51,PT,1699916009
408,siem reap,13.5,104.0,73.38,97,76,2.19,KH,1699916026
409,suva,-18.1416,178.4415,78.28,94,75,10.36,FJ,1699916026
410,kabare,-2.4683,28.8242,61.57,97,100,1.32,CD,1699916026
411,namibe,-15.1961,12.1522,75.4,61,100,2.55,AO,1699916003
412,panama city beach,30.1766,-85.8055,65.05,74,75,7.0,US,1699916027
413,koryazhma,61.3143,47.1691,36.91,98,100,8.9,RU,1699916027
414,n'zeto,-7.2312,12.8666,78.58,90,77,5.39,AO,1699916027
415,wewak,-3.5534,143.6268,79.86,86,98,6.85,PG,1699916027
416,majene,-3.5403,118.9707,81.09,74,64,3.78,ID,1699916027
417,taroa,8.7058,171.2275,82.4,79,97,17.29,MH,1699916027
418,tevriz,57.509,72.4042,31.41,95,100,5.46,RU,1699916028
419,isangel,-19.55,169.2667,77.11,78,75,6.91,VU,1699916028
420,kavaratti,10.5669,72.642,81.25,72,96,3.67,IN,1699916028
421,copiapo,-27.3667,-70.3333,58.69,40,0,6.17,CL,1699916028
422,port-gentil,-0.7193,8.7815,80.11,83,97,8.25,GA,1699916028
423,cadale,2.7603,46.3222,81.63,77,56,5.03,SO,1699916029
424,yangambi,0.8102,24.4336,69.58,100,97,1.14,CD,1699916029
425,port macquarie,-31.4333,152.9167,74.89,64,2,8.95,AU,1699916029
426,ain sefra,32.75,-0.5833,61.18,30,75,2.51,DZ,1699916029
427,pervomayskiy,53.2485,40.2871,40.23,84,95,12.77,RU,1699916029
428,happy valley-goose bay,53.3168,-60.3315,28.71,69,75,10.36,CA,1699916029
429,rawson,-43.3002,-65.1023,66.96,21,97,19.55,AR,1699916029
430,kashgar,39.4547,75.9797,42.01,42,0,8.95,CN,1699916030
431,lugu,23.7464,120.7525,70.47,79,52,1.07,TW,1699916030
432,nadym,65.5333,72.5167,-0.62,98,41,5.28,RU,1699916030
433,northam,51.0333,-4.2167,54.61,91,39,24.52,GB,1699916030
434,kawambwa,-9.7915,29.0791,63.81,89,99,1.34,ZM,1699916030
435,westport,41.1415,-73.3579,44.82,72,75,3.44,US,1699916030
436,antofagasta,-23.65,-70.4,63.68,73,23,9.28,CL,1699916030
437,canico,32.6333,-16.85,71.71,83,75,5.75,PT,1699915988
438,egilsstadir,65.2653,-14.3948,33.71,93,40,1.14,IS,1699915999
439,borogontsy,62.6683,131.1683,-22.09,100,100,2.75,RU,1699916031
440,port moresby,-9.4431,147.1797,78.22,73,0,5.75,PG,1699916031
441,hadibu,12.65,54.0333,79.18,87,98,9.48,YE,1699916031
442,taber,49.8167,-112.1518,60.8,29,98,25.32,CA,1699916031
443,morehead city,34.7229,-76.726,57.2,77,0,1.01,US,1699916031
444,midvagur,62.0511,-7.1939,45.43,70,75,16.11,FO,1699916031
445,aykhal,66.0,111.5,14.86,93,100,11.77,RU,1699916032
446,saudarkrokur,65.7461,-19.6394,28.67,82,33,8.5,IS,1699915985
447,kaspiyskiy,45.3929,47.3707,50.95,86,95,9.33,RU,1699916032
448,quatre cocos,-20.2078,57.7625,75.09,76,39,4.83,MU,1699916032
449,casa branca,-21.7739,-47.0864,85.03,28,84,2.71,BR,1699915966
450,atar,20.5169,-13.0499,82.53,16,15,9.6,MR,1699916032
451,aral,40.5156,81.2636,40.53,38,0,6.93,CN,1699916032
452,socorro,31.6546,-106.3033,64.02,60,75,10.36,US,1699916033
453,bo rai,12.5728,102.5371,77.05,90,88,5.64,TH,1699916033
454,olyokminsk,60.3736,120.4264,13.33,95,100,4.36,RU,1699916033
455,barah,13.7,30.3667,86.45,26,57,9.15,SD,1699916035
456,filadelfia,39.9523,-75.1638,49.01,61,40,5.75,US,1699915910
457,port saint john's,-31.6229,29.5448,62.29,79,100,8.41,ZA,1699916035
458,port lincoln,-34.7333,135.8667,59.63,77,100,11.25,AU,1699916035
459,yarmouth,41.7057,-70.2286,41.97,81,75,1.99,US,1699916035
460,oswego,43.4501,-76.1497,47.35,81,97,3.58,US,1699915886
461,ovruch,51.3246,28.8035,36.14,89,73,7.09,UA,1699916036
462,alegrete,-29.7831,-55.7919,69.13,98,100,7.78,BR,1699916036
463,taunsa,30.7048,70.6505,65.97,38,4,1.59,PK,1699916036
464,suwannaphum,15.6035,103.8021,72.86,77,90,13.98,TH,1699916036
465,nabire,-3.3667,135.4833,81.27,73,94,3.71,ID,1699915761
466,guane,22.2025,-84.0875,79.59,73,42,6.42,CU,1699916036
467,el calafate,-50.3408,-72.2768,41.14,48,14,17.02,AR,1699916037
468,kayanza,-3.0667,29.6667,58.32,97,97,1.74,BI,1699916037
469,mthatha,-31.5889,28.7844,52.36,93,100,9.22,ZA,1699916037
470,lewistown,40.5992,-77.5714,56.14,73,0,4.61,US,1699915946
471,tobruk,32.0836,23.9764,70.56,66,4,17.05,LY,1699916037
472,nevel'sk,46.6733,141.8633,30.09,72,85,13.8,RU,1699916037
473,yemetsk,63.4721,41.7941,29.53,97,100,6.71,RU,1699916038
474,yellandu,17.6,80.3333,69.93,85,100,2.17,IN,1699916038
475,rusape,-18.5278,32.1284,60.64,73,18,4.34,ZW,1699916038
476,limassol,34.675,33.0333,69.87,73,0,10.36,CY,1699916038
477,touba,8.2833,-7.6833,75.2,71,10,1.16,CI,1699916038
478,vilyuysk,63.7553,121.6247,3.69,97,100,5.08,RU,1699916038
479,uray,60.1247,64.7758,26.87,94,100,3.0,RU,1699916038
480,novoagansk,61.9449,76.6625,5.04,96,66,2.42,RU,1699916039
481,zindah jan,34.3426,61.7468,54.3,38,49,2.48,AF,1699916039
482,newnham,-41.3833,147.1333,62.67,51,65,6.91,AU,1699916039
483,kosh-agach,50.0,88.6667,7.12,87,93,4.7,RU,1699916039
484,altay,47.8667,88.1167,22.95,88,95,5.39,CN,1699916039
485,bhindar,24.5,74.1833,65.32,41,100,4.59,IN,1699916040
486,amurzet,47.6967,131.0981,6.06,93,5,5.91,RU,1699916040
487,barcelona,41.3888,2.159,69.55,75,0,8.05,ES,1699915706
488,maloye ganyushkino,46.6,49.2667,49.84,71,74,7.67,KZ,1699916040
489,anshun,26.25,105.9333,45.07,87,100,2.48,CN,1699916040
490,sindirgi,39.2413,28.1784,50.34,94,87,4.36,TR,1699916040
491,rondonopolis,-16.4708,-54.6356,92.43,25,86,4.29,BR,1699916040
492,khost,33.3395,69.9204,55.09,49,0,1.86,AF,1699916041
493,somerset east,-32.7217,25.588,53.13,85,100,10.51,ZA,1699916041
494,iron river,46.0927,-88.6423,45.36,69,3,8.37,US,1699916041
495,qa'en,33.7265,59.1844,51.37,40,59,1.72,IR,1699916041
496,belmonte,-15.8631,-38.8828,77.47,80,0,13.13,BR,1699916041
497,luganville,-15.5333,167.1667,78.64,76,98,13.2,VU,1699916041
498,kaa-khem,51.6833,94.7333,13.41,96,100,1.5,RU,1699916042
499,ribeira brava,32.65,-17.0667,71.71,77,52,1.16,PT,1699916042
500,gvardeysk,54.6477,21.0651,41.34,91,95,5.99,RU,1699916042
501,zhanga buqtyrma,49.6295,83.5248,33.08,94,97,1.12,KZ,1699916042
502,zemio,5.0314,25.1361,71.65,94,100,2.91,CF,1699916043
503,priargunsk,50.3691,119.1012,-5.42,100,98,2.24,RU,1699916043
504,porto murtinho,-21.6989,-57.8825,91.92,42,70,6.91,BR,1699916043
505,masterton,-40.9597,175.6575,62.89,44,71,10.58,NZ,1699916043
506,santiago de cao,-7.9589,-79.2392,69.93,78,20,11.5,PE,1699916043
507,kolwezi,-10.7148,25.4667,61.43,94,71,3.09,CD,1699916043
508,hood river,45.7054,-121.5215,57.38,69,0,9.22,US,1699915838
509,noda,35.9411,139.8581,55.09,39,0,9.22,JP,1699916044
510,derazhnya,49.2692,27.4338,39.16,79,91,4.74,UA,1699916044
511,bodo,67.28,14.405,27.77,55,0,19.57,NO,1699915841
512,queenstown,-31.8976,26.8753,51.87,80,100,8.66,ZA,1699916044
513,reggane,26.7158,0.1714,74.14,17,2,10.98,DZ,1699916044
514,kyneton,-37.25,144.4333,49.08,90,100,4.0,AU,1699916045
515,mesyagutovo,55.5303,58.2528,38.23,91,100,15.32,RU,1699916045
516,smithers,54.7804,-127.1743,34.12,93,40,2.3,CA,1699915816
517,vytegra,61.0064,36.4481,38.35,89,100,11.99,RU,1699915994
518,punta arenas,-53.15,-70.9167,41.11,60,79,23.02,CL,1699915865
519,james city,35.0888,-77.035,57.0,67,0,3.0,US,1699916045
520,masina,-4.3836,15.3914,84.49,70,40,6.91,CD,1699916046
521,caleta olivia,-46.4393,-67.5281,54.88,33,69,27.67,AR,1699916046
522,fredericksburg,38.3032,-77.4605,54.14,65,0,0.0,US,1699915790
523,sucua,-2.4667,-78.1667,84.94,51,40,6.91,EC,1699916046
524,malvan,16.0667,73.4667,78.42,61,100,4.16,IN,1699916046
525,palmerston,-12.486,130.9833,83.93,76,50,2.95,AU,1699916046
526,sebastopol,44.6,33.5333,46.99,71,100,7.0,UA,1699916047
527,poso,-1.3959,120.7524,79.66,80,100,3.18,ID,1699916036
528,urengoy,65.9667,78.3667,-0.33,92,6,8.75,RU,1699916047
529,ito,34.9667,139.0833,53.69,62,51,0.83,JP,1699915764
530,pahasu,28.1833,78.05,67.26,41,98,3.24,IN,1699916047
531,roquetas de mar,36.7642,-2.6148,59.0,68,69,1.48,ES,1699916048
532,'ain benian,36.8028,2.9219,53.65,62,8,1.23,DZ,1699916048
533,callao,-12.0667,-77.15,70.09,73,20,5.75,PE,1699916048
534,jaru,-10.4389,-62.4664,80.69,70,98,5.01,BR,1699915979
535,ciudad lazaro cardenas,17.9583,-102.2,84.83,74,38,7.72,MX,1699915789
536,barmer,25.75,71.3833,70.86,29,100,7.4,IN,1699916048
537,yanykurgan,43.915,67.2481,40.78,54,0,5.64,KZ,1699916049
538,flying fish cove,-10.4217,105.6791,76.68,83,100,8.05,CX,1699916049
539,maceio,-9.6658,-35.7353,78.24,88,20,6.91,BR,1699916049
540,teguise,29.0605,-13.564,71.82,35,0,9.22,ES,1699916049
541,zhezqazghan,47.7833,67.7667,36.43,83,31,8.34,KZ,1699916049
542,jinchang,38.4953,102.1739,32.85,36,3,1.39,CN,1699916050
543,santo antonio do ica,-3.1022,-67.9397,82.02,76,94,1.48,BR,1699916050
544,chinju,35.1928,128.0847,26.42,68,2,2.84,KR,1699916050
545,rumbek,6.802,29.6912,75.83,82,84,3.27,SS,1699916050
